Gene,Gene_ID,Disease,Disease_ID,Gene_Degree,Disease_Degree,Gene_IC,Disease_IC,Combined_IC,Gene_Network_Score,Dis_Network_Score,GMT_Confirmed,Probability_Score,Percentile,Rank_Gene_for_Disease,Rank_Disease_for_Gene
CPLANE1,65250,Joubert syndrome,ClinVar_NULL,11,51,9.0221,6.4601,15.4822,0.217261,0.169487,1.0,0.380492,14.61,37,10
ACADVL,37,Myopathy,MedGen_10135,9,50,9.3116,6.4886,15.8003,0.171506,0.131687,1.0,0.380482,14.6,24,7
HGSNAT,138050,Retinal dystrophy,ClinVar_NULL,5,252,10.1596,4.1552,14.3148,0.309709,0.197586,1.0,0.380474,14.6,80,5
POLR3B,55703,Charcot-Marie-Tooth disease,ClinVar_NULL,6,81,9.8966,5.7926,15.6892,0.212322,0.045709,1.0,0.380441,14.59,41,5
CPT2,1376,Abnormality of the musculature,OMIM_PS236670,10,36,9.1596,6.9626,16.1222,0.137392,0.119569,1.0,0.380422,14.59,20,5
BCL11B,64919,Neuropathy,ClinVar_NULL,18,14,8.3116,8.3251,16.6368,0.12444,0.103314,1.0,0.380416,14.58,12,9
MECP2,4204,Delayed gross motor development,ClinVar_NULL,34,7,7.3941,9.3251,16.7192,0.112331,0.188935,1.0,0.380391,14.57,6,13
ZNF292,23036,Microcephaly,MedGen_1644158,6,117,9.8966,5.2621,15.1587,0.27234,0.083705,1.0,0.380364,14.57,40,4
FANCM,57697,Spermatogenic failure,MedGen_766708,13,36,8.7811,6.9626,15.7437,0.256241,0.081003,1.0,0.380247,14.56,16,11
COL12A1,1303,Global developmental delay,MedGen_C0026827,4,131,10.4815,5.0991,15.5806,0.196561,0.033481,1.0,0.380174,14.56,49,4
DNAJB6,10049,Ehlers-Danlos syndrome,OMIM_218600,9,38,9.3116,6.8846,16.1962,0.166093,0.048766,1.0,0.380143,14.55,26,9
PHGDH,26227,Seizure,MedGen_C0036572,5,116,10.1596,5.2745,15.4341,0.186014,0.10985,1.0,0.379926,14.55,48,4
GRIN2B,2904,Complex neurodevelopmental disorder,ClinVar_NULL,18,28,8.3116,7.3251,15.6368,0.269326,0.130739,1.0,0.379908,14.54,20,9
EPG5,57724,Intellectual disability,ClinVar_NULL,3,498,10.8966,3.1725,14.0691,0.3125,0.175097,1.0,0.379908,14.54,32,3
DEPDC5,9681,Developmental and epileptic encephalopathy,MONDO_0100620,9,108,9.3116,5.3776,14.6892,0.321379,0.176644,1.0,0.379859,14.53,49,7
TMEM67,91147,Nystagmus,OMIM_209850,22,12,8.0221,8.5475,16.5697,0.128951,0.136746,1.0,0.379773,14.52,11,15
SLTM,79811,Hereditary cancer,ClinVar_NULL,11,34,9.0221,7.045,16.0672,0.141935,0.135473,1.0,0.379736,14.52,12,7
TRIM8,81603,Seizure,MedGen_C0036572,5,116,10.1596,5.2745,15.4341,0.192094,0.100066,1.0,0.3796,14.51,49,4
POLR3A,11128,Hereditary ataxia,OMIM_125853,12,29,8.8966,7.2745,16.1711,0.159802,0.099748,1.0,0.379594,14.51,22,10
GCDH,2639,Primary ciliary dyskinesia,MedGen_3467,9,52,9.3116,6.4321,15.7437,0.218085,0.077544,1.0,0.379578,14.5,26,8
NRAS,4893,Encephalocraniocutaneous lipomatosis,OMIM_613001,51,2,6.8091,11.1325,17.9416,0.074848,0.351235,0.0,0.37956,14.5,2,13
TUBB4A,10382,Abnormality of the nervous system,ClinVar_NULL,8,55,9.4815,6.3511,15.8327,0.176313,0.09698,1.0,0.379555,14.49,25,6
MYH7,4625,Primary familial dilated cardiomyopathy,OMIM_PS115200,48,18,6.8966,7.9626,14.8592,0.393338,0.272603,1.0,0.379504,14.48,16,13
BCS1L,617,Leigh syndrome,ClinVar_NULL,11,35,9.0221,7.0032,16.0253,0.172339,0.102828,1.0,0.379456,14.48,26,6
C3,718,Premature ovarian failure,MedGen_C0085215,14,25,8.6742,7.4886,16.1628,0.162272,0.118754,1.0,0.379421,14.47,19,8
SCN3A,6328,Epilepsy,ClinVar_NULL,8,69,9.4815,6.024,15.5055,0.211837,0.121918,1.0,0.379417,14.47,39,6
FBN1,2200,Relative macrocephaly,MedGen_C1836830,44,3,7.0221,10.5475,17.5697,0.110301,0.365466,0.0,0.379346,14.46,2,19
EFTUD2,9343,Global developmental delay,MedGen_C0026827,5,131,10.1596,5.0991,15.2587,0.215554,0.10613,1.0,0.379248,14.46,50,3
LBR,3930,Connective tissue disorder,MedGen_C0009782,8,57,9.4815,6.2996,15.7812,0.149723,0.142057,1.0,0.379191,14.45,33,3
GRIA3,2892,Intellectual disability,ClinVar_NULL,3,498,10.8966,3.1725,14.0691,0.309124,0.175653,1.0,0.379141,14.44,33,3
DNMT1,1786,Charcot-Marie-Tooth disease,ClinVar_NULL,6,81,9.8966,5.7926,15.6892,0.195666,0.060935,1.0,0.379083,14.44,42,6
RUNX1,861,Acute myeloid leukemia,ClinVar_NULL,19,21,8.2336,7.7402,15.9738,0.175313,0.183916,1.0,0.379051,14.43,14,10
LMNA,4000,Primary familial dilated cardiomyopathy,OMIM_PS115200,42,18,7.0892,7.9626,15.0518,0.369956,0.23985,1.0,0.379025,14.43,17,6
MED12,9968,Stargardt disease,OMIM_613829,26,13,7.7811,8.4321,16.2132,0.181874,0.164903,1.0,0.379004,14.42,12,6
ERCC3,2071,Hereditary cancer-predisposing syndrome,OMIM_159550,4,133,10.4815,5.0772,15.5588,0.175309,0.060261,1.0,0.37892,14.42,29,4
SOS1,6654,Noonan syndrome,OMIM_611431,24,22,7.8966,7.6731,15.5697,0.258803,0.194346,1.0,0.378899,14.41,18,8
MYPN,84665,Congenital myopathy,ClinVar_NULL,12,28,8.8966,7.3251,16.2217,0.147114,0.101641,1.0,0.378869,14.4,20,11
SNAP25,6616,Epilepsy,ClinVar_NULL,10,69,9.1596,6.024,15.1836,0.273586,0.138964,1.0,0.378764,14.4,40,4
CBL,867,Left ventricular noncompaction cardiomyopathy,MedGen_C4021133,13,25,8.7811,7.4886,16.2698,0.146448,0.102314,1.0,0.378756,14.39,21,10
PIK3CA,5290,Epidermal nevus,OMIM_162900,59,5,6.5989,9.8106,16.4095,0.108896,0.330324,1.0,0.378717,14.39,5,8
AKAP9,10142,Primary dilated cardiomyopathy,OMIM_604559,15,86,8.5747,5.7062,14.2809,0.322797,0.329878,1.0,0.378555,14.38,59,13
SETX,23064,Spinocerebellar ataxia,ClinVar_NULL,10,48,9.1596,6.5475,15.7072,0.236401,0.070608,1.0,0.378554,14.38,30,9
HRAS,3265,Squamous cell lung carcinoma,MedGen_C0149782,32,12,7.4815,8.5475,16.0291,0.160914,0.260352,1.0,0.378546,14.37,9,17
TCF7L2,6934,Congenital myopathy,ClinVar_NULL,12,28,8.8966,7.3251,16.2217,0.156656,0.087132,1.0,0.378521,14.37,21,5
IMPG2,50939,Prostate cancer,ClinVar_NULL,9,33,9.3116,7.0881,16.3997,0.124884,0.04958,1.0,0.378449,14.36,16,8
RYR1,6261,Generalized muscle weakness,ClinVar_NULL,57,2,6.6487,11.1325,17.7812,0.050063,0.429175,0.0,0.378335,14.35,2,8
SETD2,29072,Hereditary ataxia,OMIM_125853,12,29,8.8966,7.2745,16.1711,0.151807,0.103857,1.0,0.37832,14.35,23,6
MECP2,4204,Angelman syndrome,MedGen_C1510586,34,4,7.3941,10.1325,17.5266,0.185571,0.233447,0.0,0.378262,14.34,4,14
SCO2,9997,Tip-toe gait,MedGen_C0427144,12,24,8.8966,7.5475,16.4441,0.111711,0.095728,1.0,0.378193,14.34,17,10
SMARCA4,6597,Cleft palate,MedGen_C0950123,18,17,8.3116,8.045,16.3567,0.175516,0.086235,1.0,0.378179,14.33,14,8
SMARCA4,6597,Cerebral palsy,MedGen_854,18,16,8.3116,8.1325,16.4441,0.142555,0.110566,1.0,0.378162,14.33,12,9
FBN1,2200,Aortic aneurysm,ClinVar_NULL,44,13,7.0221,8.4321,15.4542,0.286671,0.262834,1.0,0.378115,14.32,13,20
NAA15,80155,Neurodevelopmental disorder,ClinVar_NULL,5,263,10.1596,4.0936,14.2532,0.350408,0.144909,1.0,0.378109,14.31,62,3
TFE3,7030,Neurodevelopmental disorder,ClinVar_NULL,4,263,10.4815,4.0936,14.5751,0.3172,0.086255,1.0,0.37807,14.31,63,4
VPS13B,157680,Primary ciliary dyskinesia,MedGen_3467,9,52,9.3116,6.4321,15.7437,0.230142,0.053578,1.0,0.378043,14.3,27,6
FBXO11,80204,Intellectual developmental disorder,ClinVar_NULL,10,63,9.1596,6.1552,15.3148,0.296278,0.075369,1.0,0.377976,14.3,33,7
DYNC1H1,1778,Autosomal dominant cerebellar ataxia,MedGen_1684639,24,10,7.8966,8.8106,16.7072,0.131458,0.105471,1.0,0.377973,14.29,10,10
ADGRV1,84059,Hearing loss,ClinVar_NULL,12,63,8.8966,6.1552,15.0518,0.283883,0.175741,1.0,0.377958,14.29,40,9
COL4A5,1287,Nephrotic syndrome,MedGen_10308,14,45,8.6742,6.6406,15.3148,0.25542,0.176218,1.0,0.377938,14.28,26,12
TRPV4,59341,Charcot-Marie-Tooth disease axonal,ClinVar_NULL,25,16,7.8377,8.1325,15.9702,0.194922,0.190582,1.0,0.377889,14.28,15,11
KCNT1,57582,Developmental and epileptic encephalopathy,MONDO_0100620,8,108,9.4815,5.3776,14.8592,0.29247,0.150556,1.0,0.377834,14.27,50,6
BRCA2,675,Cancer or benign tumor,MedGen_C0027672,66,4,6.4372,10.1325,16.5697,0.38144,0.275467,0.0,0.377832,14.26,4,19
FKRP,79147,Abnormality of the musculature,OMIM_PS236670,17,36,8.3941,6.9626,15.3567,0.238312,0.21592,1.0,0.377816,14.26,21,10
FGFR3,2261,Sarcoma,MedGen_C1261473,34,4,7.3941,10.1325,17.5266,0.103349,0.340685,0.0,0.377797,14.25,1,15
TULP1,7287,Retinitis pigmentosa,MedGen_20551,10,132,9.1596,5.0881,14.2477,0.340796,0.253111,1.0,0.377764,14.25,69,9
DYNC1H1,1778,Delayed speech and language development,OMIM_209850,24,15,7.8966,8.2256,16.1222,0.218957,0.118196,1.0,0.377741,14.24,14,11
SPTAN1,6709,Abnormal brain morphology,OMIM_605039,16,22,8.4815,7.6731,16.1546,0.202683,0.076238,1.0,0.37768,14.24,18,8
DIAPH1,1729,Hearing impairment,MedGen_C0950123,10,77,9.1596,5.8657,15.0253,0.245085,0.206655,1.0,0.377666,14.23,51,7
CACNA1A,773,Strabismus,MedGen_C0557874,34,4,7.3941,10.1325,17.5266,0.148192,0.279782,0.0,0.377581,14.22,3,11
TNNI3,7137,Primary dilated cardiomyopathy,OMIM_604559,16,86,8.4815,5.7062,14.1878,0.346205,0.322996,1.0,0.377501,14.22,60,14
AGO1,26523,Intellectual disability,ClinVar_NULL,3,498,10.8966,3.1725,14.0691,0.321349,0.150893,1.0,0.377496,14.21,34,3
TLK2,11011,Intellectual disability,ClinVar_NULL,3,498,10.8966,3.1725,14.0691,0.321349,0.150893,1.0,0.377496,14.21,34,3
AFG2B,79029,Neurodevelopmental disorder,ClinVar_NULL,4,263,10.4815,4.0936,14.5751,0.320191,0.079301,1.0,0.377493,14.2,64,4
BRCA1,672,Abnormality of the ovary,MedGen_C0021361,46,2,6.958,11.1325,18.0905,0.065938,0.304934,0.0,0.377486,14.2,2,22
SACS,26278,Limb-girdle muscular dystrophy,OMIM_605637,13,32,8.7811,7.1325,15.9136,0.162541,0.153688,1.0,0.377461,14.19,23,9
BARD1,580,Hereditary breast ovarian cancer syndrome,OMIM_237300,20,56,8.1596,6.3251,14.4848,0.287689,0.364926,1.0,0.37737,14.19,21,17
ALG13,79868,Developmental and epileptic encephalopathy,MONDO_0100620,8,108,9.4815,5.3776,14.8592,0.318513,0.113167,1.0,0.377316,14.18,51,4
SERPINA2,390502,Hereditary cancer-predisposing syndrome,OMIM_159550,4,133,10.4815,5.0772,15.5588,0.170379,0.058482,1.0,0.377296,14.17,30,4
MKRN2,23609,Cardiovascular phenotype,MedGen_CN230736,5,186,10.1596,4.5933,14.753,0.197129,0.232997,1.0,0.377186,14.17,50,5
ITPR1,3708,Spinocerebellar ataxia,ClinVar_NULL,11,48,9.0221,6.5475,15.5697,0.234103,0.110323,1.0,0.377147,14.16,31,6
AREG,374,Ovarian cancer,OMIM_167000,9,39,9.3116,6.8471,16.1587,0.104862,0.123326,1.0,0.377137,14.16,16,7
PRKN,5071,Ovarian cancer,OMIM_167000,10,39,9.1596,6.8471,16.0067,0.113514,0.160176,1.0,0.377113,14.15,17,9
MTR,4548,Epilepsy,ClinVar_NULL,8,69,9.4815,6.024,15.5055,0.23056,0.084608,1.0,0.377016,14.15,41,7
UBL4A,8266,Hemolytic anemia,MedGen_1916,58,6,6.6236,9.5475,16.1711,0.086928,0.40158,1.0,0.37699,14.14,6,3
CDK20,23552,Intellectual disability,ClinVar_NULL,3,498,10.8966,3.1725,14.0691,0.312767,0.159371,1.0,0.376919,14.13,35,3
PTEN,5728,Glioma susceptibility,ClinVar_NULL,52,8,6.7811,9.1325,15.9136,0.24079,0.238344,1.0,0.376901,14.13,5,10
SETD1A,9739,Neurodevelopmental disorder,ClinVar_NULL,4,263,10.4815,4.0936,14.5751,0.314596,0.0837,1.0,0.376898,14.12,65,4
DNM1L,10059,Optic atrophy,ClinVar_NULL,9,79,9.3116,5.8287,15.1403,0.260754,0.141411,1.0,0.376869,14.12,50,6
SFTPA2,729238,Neuromuscular disease,MedGen_10323,14,18,8.6742,7.9626,16.6368,0.082128,0.106506,1.0,0.376834,14.11,11,7
CDKN2A,1029,Hereditary cancer,ClinVar_NULL,17,34,8.3941,7.045,15.4391,0.193537,0.252131,1.0,0.376825,14.11,13,14
GATA6,2627,Monogenic diabetes,ClinVar_NULL,10,37,9.1596,6.923,16.0827,0.144286,0.100422,1.0,0.376766,14.1,29,10
TYR,7299,Abnormality of the eye,MedGen_C4316870,16,18,8.4815,7.9626,16.4441,0.097136,0.147634,1.0,0.376764,14.09,17,12
EGFR,1956,Endometrial carcinoma,ClinVar_NULL,21,27,8.0892,7.3776,15.4668,0.200277,0.265857,1.0,0.376756,14.09,16,11
EYA4,2070,Hearing impairment,MedGen_C0950123,9,77,9.3116,5.8657,15.1773,0.229326,0.174429,1.0,0.376747,14.08,52,8
GUCA1ANB-GUCA1A,118142757,Retinal dystrophy,ClinVar_NULL,7,252,9.6742,4.1552,13.8294,0.315189,0.325681,1.0,0.376679,14.08,81,7
COL4A4,1286,Nephrotic syndrome,MedGen_10308,16,45,8.4815,6.6406,15.1222,0.261194,0.223498,1.0,0.37667,14.07,27,15
DNM2,1785,Limb-girdle muscular dystrophy,OMIM_605637,14,32,8.6742,7.1325,15.8067,0.169017,0.175097,1.0,0.376669,14.07,24,11
DMD,1756,Elevated circulating creatine kinase concentration,OMIM_123320,34,11,7.3941,8.6731,16.0672,0.207565,0.18833,1.0,0.376664,14.06,10,10
IFNGR1,3459,Immunodeficiency,MedGen_C5197805,9,77,9.3116,5.8657,15.1773,0.261256,0.131376,1.0,0.376654,14.06,36,6
SCN5A,6331,SUDDEN INFANT DEATH SYNDR,ClinVar_NULL,37,14,7.2721,8.3251,15.5972,0.274964,0.214823,1.0,0.376614,14.05,11,18
C3,718,Kidney disorder,MedGen_C0022658,14,47,8.6742,6.5779,15.2521,0.239693,0.204339,1.0,0.376607,14.04,37,9
SLC6A1,6529,Seizure,MedGen_C0036572,9,116,9.3116,5.2745,14.5861,0.303778,0.206111,1.0,0.37655,14.04,50,6
TAF8,129685,Neurodevelopmental disorder,ClinVar_NULL,4,263,10.4815,4.0936,14.5751,0.313179,0.083315,1.0,0.376456,14.03,66,4
TP53,7157,Colonic neoplasm,OMIM_208900,70,7,6.3523,9.3251,15.6774,0.274266,0.284816,1.0,0.376366,14.03,7,11
ACTA1,58,Congenital myopathy,ClinVar_NULL,15,28,8.5747,7.3251,15.8998,0.154173,0.181724,1.0,0.376294,14.02,22,8
CACNA1S,779,Congenital myopathy,ClinVar_NULL,16,28,8.4815,7.3251,15.8067,0.134018,0.237992,1.0,0.376226,14.02,23,7
ADAT3,113179,Intellectual disability,ClinVar_NULL,3,498,10.8966,3.1725,14.0691,0.321349,0.14433,1.0,0.376219,14.01,36,3
RPGR,6103,Primary ciliary dyskinesia,MedGen_3467,9,52,9.3116,6.4321,15.7437,0.22419,0.051929,1.0,0.376179,14.0,28,8
GNB1,2782,Dystonic disorder,MedGen_C0013421,18,18,8.3116,7.9626,16.2742,0.174297,0.095767,1.0,0.376139,14.0,17,9
PALB2,79728,Anaplastic ependymoma,OMIM_601399,43,2,7.0553,11.1325,18.1878,0.069971,0.261262,0.0,0.376078,13.99,2,24
GNB1,2782,Cerebral palsy,MedGen_854,18,16,8.3116,8.1325,16.4441,0.14322,0.098915,1.0,0.376069,13.99,13,10
CLN3,1201,Retinitis pigmentosa,MedGen_20551,9,132,9.3116,5.0881,14.3997,0.341152,0.194824,1.0,0.375954,13.98,70,7
BAG3,9531,Peripheral neuropathy,MedGen_18386,12,26,8.8966,7.4321,16.3286,0.147307,0.062112,1.0,0.375876,13.98,18,11
CDH23,64072,Usher syndrome,OMIM_618358,30,24,7.5747,7.5475,15.1222,0.331552,0.212473,1.0,0.375856,13.97,22,15
MFN2,9927,Ehlers-Danlos syndrome,OMIM_218600,10,38,9.1596,6.8846,16.0442,0.166263,0.074974,1.0,0.375849,13.97,27,9
DHDDS,79947,Microcephaly,MedGen_1644158,5,117,10.1596,5.2621,15.4218,0.222056,0.043274,1.0,0.375785,13.96,41,5
PIK3CA,5290,Stroke disorder,MedGen_C0858252,59,2,6.5989,11.1325,17.7314,0.033615,0.453861,0.0,0.375779,13.95,2,9
DYNC1H1,1778,Charcot-Marie-Tooth disease axonal,ClinVar_NULL,24,16,7.8966,8.1325,16.0291,0.218035,0.130096,1.0,0.375775,13.95,16,12
ABCC6,368,Optic atrophy,ClinVar_NULL,9,79,9.3116,5.8287,15.1403,0.256364,0.141633,1.0,0.375774,13.94,51,7
BSCL2,26580,Peripheral neuropathy,MedGen_18386,15,26,8.5747,7.4321,16.0067,0.173902,0.128479,1.0,0.375699,13.94,19,8
SMAD4,4089,Pulmonary hypertension,MedGen_9376,24,12,7.8966,8.5475,16.4441,0.12774,0.157457,1.0,0.375697,13.93,12,12
PNKP,11284,Abnormality of the nervous system,ClinVar_NULL,10,55,9.1596,6.3511,15.5108,0.222918,0.117341,1.0,0.37562,13.93,26,5
SCN5A,6331,Congenital long QT syndrome,MedGen_CN230736,37,16,7.2721,8.1325,15.4046,0.310264,0.20559,1.0,0.375611,13.92,14,19
COL5A2,1290,Thrombocytopenia,MedGen_52737,12,43,8.8966,6.7062,15.6028,0.208039,0.141791,1.0,0.375608,13.91,33,8
MYH7,4625,Idiopathic camptocormia,ClinVar_NULL,48,2,6.8966,11.1325,18.0291,0.051848,0.333282,0.0,0.375535,13.91,2,14
COL4A3,1285,Focal segmental glomerulosclerosis,MedGen_4904,17,42,8.3941,6.7402,15.1343,0.244486,0.245101,1.0,0.375438,13.9,34,12
GLDC,2731,Global developmental delay,MedGen_C0026827,6,131,9.8966,5.0991,14.9957,0.255545,0.116815,1.0,0.375372,13.9,51,4
ATM,472,Ataxia-telangiectasia syndrome,OMIM_115150,63,2,6.5043,11.1325,17.6368,0.142857,0.33627,0.0,0.375366,13.89,2,17
ARHGEF9,23229,Developmental and epileptic encephalopathy,MONDO_0100620,7,108,9.6742,5.3776,15.0518,0.267282,0.109839,1.0,0.375345,13.89,52,5
CACNA1A,773,Gait ataxia,ClinVar_NULL,34,8,7.3941,9.1325,16.5266,0.11577,0.201265,1.0,0.375319,13.88,7,12
BARD1,580,Ovarian cancer,OMIM_167000,20,39,8.1596,6.8471,15.0067,0.245958,0.292929,1.0,0.375207,13.88,18,18
CACNA1C,775,Hypotonia,MedGen_C0026827,16,17,8.4815,8.045,16.5266,0.132686,0.073821,1.0,0.375204,13.87,16,12
KCNQ2,3785,Abnormal facial shape,MedGen_C1854301,20,19,8.1596,7.8846,16.0442,0.203557,0.117859,1.0,0.375203,13.86,17,9
LAMA2,3908,Abnormality of the musculature,OMIM_PS236670,15,36,8.5747,6.9626,15.5372,0.181464,0.220585,1.0,0.375192,13.86,22,10
DCTN5,84516,Hereditary cancer-predisposing syndrome,OMIM_159550,8,133,9.4815,5.0772,14.5588,0.20262,0.3238,1.0,0.375187,13.85,31,8
FANCC,2176,Hereditary cancer-predisposing syndrome,OMIM_159550,8,133,9.4815,5.0772,14.5588,0.209573,0.314493,1.0,0.37518,13.85,32,8
FLNC,2318,Limb-girdle muscular dystrophy,OMIM_605637,17,32,8.3941,7.1325,15.5266,0.216206,0.193834,1.0,0.375164,13.84,25,15
TAC4,255061,Autism spectrum disorder,MedGen_C1510586,9,55,9.3116,6.3511,15.6628,0.204326,0.090603,1.0,0.375033,13.84,35,4
NPHP4,261734,Focal segmental glomerulosclerosis,MedGen_4904,12,42,8.8966,6.7402,15.6368,0.210125,0.128253,1.0,0.374992,13.83,35,10
RAD50,10111,Hereditary breast ovarian cancer syndrome,OMIM_237300,16,56,8.4815,6.3251,14.8067,0.251114,0.29794,1.0,0.374837,13.82,22,12
CHEK2,11200,Endometrial carcinoma,ClinVar_NULL,39,27,7.1961,7.3776,14.5738,0.336351,0.359462,1.0,0.374813,13.82,17,19
ALG13,79868,Neurodevelopmental delay,ClinVar_NULL,8,86,9.4815,5.7062,15.1878,0.250548,0.117545,1.0,0.374808,13.81,48,5
MSH6,2956,Familial cancer of breast,OMIM_114480,35,31,7.3523,7.1783,14.5306,0.334404,0.35667,1.0,0.374808,13.81,22,20
FGFR2,2263,Craniosynostosis syndrome,ClinVar_NULL,23,14,7.958,8.3251,16.2831,0.092695,0.22952,1.0,0.374781,13.8,12,11
MYH9,4627,Abnormal bleeding,MedGen_C1458140,14,33,8.6742,7.0881,15.7623,0.205382,0.126772,1.0,0.374773,13.8,26,9
PMS2,5395,Carcinoma of colon,ClinVar_NULL,31,34,7.5274,7.045,14.5724,0.319349,0.350421,1.0,0.37477,13.79,21,18
SETD2,29072,Autism,MedGen_13966,12,40,8.8966,6.8106,15.7072,0.210933,0.110259,1.0,0.374758,13.78,23,7
LDLRAP1,26119,Cardiovascular phenotype,MedGen_CN230736,4,186,10.4815,4.5933,15.0749,0.192525,0.123782,1.0,0.374731,13.78,51,4
SLC26A2,1836,Connective tissue disorder,MedGen_C0009782,9,57,9.3116,6.2996,15.6112,0.152681,0.169327,1.0,0.374716,13.77,34,7
MMP12,4321,Charcot-Marie-Tooth disease,ClinVar_NULL,8,81,9.4815,5.7926,15.2742,0.214837,0.145148,1.0,0.374667,13.77,43,6
MKS1,54903,Peripheral neuropathy,MedGen_18386,12,26,8.8966,7.4321,16.3286,0.136643,0.070081,1.0,0.37466,13.76,20,8
SHANK3,85358,Autism,MedGen_13966,15,40,8.5747,6.8106,15.3852,0.266096,0.138838,1.0,0.374641,13.76,24,6
PTPN11,5781,Cafe-au-lait spot,OMIM_607785,47,3,6.927,10.5475,17.4745,0.193713,0.260265,0.0,0.374612,13.75,3,7
COL4A5,1287,Nonsyndromic genetic hearing loss,ClinVar_NULL,14,28,8.6742,7.3251,15.9993,0.167646,0.123298,1.0,0.3746,13.75,26,13
MUTYH,4595,Gastric cancer,OMIM_613659,27,31,7.7267,7.1783,14.905,0.255674,0.340754,1.0,0.374536,13.74,18,17
GATA1,2623,Thrombocytopenia,MedGen_52737,11,43,9.0221,6.7062,15.7284,0.15984,0.160395,1.0,0.374517,13.73,34,7
ACTL6B,51412,Developmental and epileptic encephalopathy,MONDO_0100620,7,108,9.6742,5.3776,15.0518,0.276667,0.092995,1.0,0.374502,13.73,53,4
TUBA1A,7846,Rare genetic intellectual disability,MedGen_C5680527,20,16,8.1596,8.1325,16.2921,0.139101,0.144763,1.0,0.374483,13.72,15,12
PAH,5053,RASopathy,ClinVar_NULL,13,23,8.7811,7.6089,16.39,0.103199,0.110984,1.0,0.374449,13.72,15,9
BRAF,673,Noonan syndrome,OMIM_611431,28,22,7.6742,7.6731,15.3473,0.264149,0.235189,1.0,0.374424,13.71,19,13
DES,1674,Abnormality of the musculature,OMIM_PS236670,14,36,8.6742,6.9626,15.6368,0.189547,0.173543,1.0,0.374315,13.71,23,12
FANCM,57697,Hereditary breast ovarian cancer syndrome,OMIM_237300,13,56,8.7811,6.3251,15.1063,0.231862,0.225197,1.0,0.374294,13.7,23,12
ZNF469,84627,Cardiovascular phenotype,MedGen_CN230736,4,186,10.4815,4.5933,15.0749,0.200975,0.110224,1.0,0.374286,13.69,52,4
ZSWIM6,57688,Neurodevelopmental disorder,ClinVar_NULL,5,263,10.1596,4.0936,14.2532,0.344061,0.13372,1.0,0.374286,13.69,67,3
EEF1A2,1917,Global developmental delay,MedGen_C0026827,7,131,9.6742,5.0991,14.7733,0.275331,0.155697,1.0,0.37426,13.68,52,6
CACNA2D4,93589,Retinal dystrophy,ClinVar_NULL,5,252,10.1596,4.1552,14.3148,0.265441,0.224273,1.0,0.374185,13.68,82,5
RAD51D,5892,Hereditary breast ovarian cancer syndrome,OMIM_237300,20,56,8.1596,6.3251,14.4848,0.278507,0.360695,1.0,0.374165,13.67,24,17
RAD51D,5892,Colorectal cancer,MedGen_83428,20,45,8.1596,6.6406,14.8003,0.259051,0.315716,1.0,0.374069,13.67,22,18
RAD51C,5889,Hereditary breast ovarian cancer syndrome,OMIM_237300,21,56,8.0892,6.3251,14.4144,0.293045,0.363157,1.0,0.374045,13.66,25,18
CLCN1,1180,Tip-toe gait,MedGen_C0427144,13,24,8.7811,7.5475,16.3286,0.109809,0.113687,1.0,0.374023,13.66,18,9
C3,718,Focal segmental glomerulosclerosis,MedGen_4904,14,42,8.6742,6.7402,15.4144,0.217272,0.183607,1.0,0.373807,13.65,36,10
KCNB1,3745,Seizure,MedGen_C0036572,9,116,9.3116,5.2745,14.5861,0.294054,0.204749,1.0,0.373763,13.64,51,7
TMEM237,65062,Retinal dystrophy,ClinVar_NULL,4,252,10.4815,4.1552,14.6368,0.25513,0.133023,1.0,0.373744,13.64,83,4
NPHP3,27031,Kidney disorder,MedGen_C0022658,13,47,8.7811,6.5779,15.359,0.229918,0.168529,1.0,0.373743,13.63,38,9
LMNA,4000,Emery-Dreifuss muscular dystrophy,MedGen_96078,42,8,7.0892,9.1325,16.2217,0.204606,0.17195,1.0,0.373729,13.63,6,7
TTR,7276,Heart failure,OMIM_613876,77,7,6.2148,9.3251,15.5399,0.30974,0.2673,1.0,0.373624,13.62,7,7
SPG11,80208,Abnormal brain morphology,OMIM_605039,16,22,8.4815,7.6731,16.1546,0.148778,0.126734,1.0,0.373522,13.62,19,11
MYH11,4629,Ehlers-Danlos syndrome,OMIM_218600,15,38,8.5747,6.8846,15.4592,0.237923,0.153928,1.0,0.373482,13.61,28,13
SPG7,6687,Distal spinal muscular atrophy,ClinVar_NULL,18,15,8.3116,8.2256,16.5372,0.111501,0.107089,1.0,0.373475,13.6,15,9
RYR2,6262,Dilated cardiomyopathy,MedGen_2880,25,51,7.8377,6.4601,14.2978,0.365663,0.313188,1.0,0.373407,13.6,38,19
MSH2,4436,Hereditary cancer,ClinVar_NULL,33,34,7.4372,7.045,14.4822,0.312508,0.381271,1.0,0.373397,13.59,14,25
PIGA,5277,Neurodevelopmental disorder,ClinVar_NULL,4,263,10.4815,4.0936,14.5751,0.309433,0.072226,1.0,0.373327,13.59,68,4
GRIN2B,2904,Developmental delay,ClinVar_NULL,18,26,8.3116,7.4321,15.7437,0.232371,0.122106,1.0,0.373291,13.58,18,10
KMT2D,8085,Autism,MedGen_13966,12,40,8.8966,6.8106,15.7072,0.219538,0.090736,1.0,0.373193,13.58,25,6
