Gene,Gene_ID,Gene_OMIM,Disease,Disease_OMIM,OMIM_PhenoClass,Gene_Degree,Disease_Degree,Gene_IC,Disease_IC,Combined_IC,Gene_Network_Score,Dis_Network_Score,PhenotypeClass,GMT_Confirmed,RevGMT_Confirmed,Probability_Score,Percentile,Rank_Gene_for_Disease,Rank_Disease_for_Gene
COL6A3,1293,OMIM:120250,ullrich congenital muscular dystrophy,OMIM:254090,3,2,3,11.5922,10.5676,22.1599,0.908249,1.0,1.0,1.0,1.0,0.915322,99.83,1,1
SLC36A2,153201,OMIM:608331,hyperglycinuria,OMIM:138500,3,2,3,11.5922,10.5676,22.1599,0.908249,1.0,1.0,1.0,1.0,0.915322,99.83,1,1
CALR,811,OMIM:109091,"thrombocythemia, somatic",OMIM:187950,3,2,2,11.5922,11.1526,22.7448,0.816497,0.816497,1.0,1.0,1.0,0.899528,99.76,1,1
RAG2,5897,OMIM:179616,combined cellular and humoral immune defects with granulomas,OMIM:233650,3,3,2,11.0073,11.1526,22.1599,0.866025,0.908249,1.0,1.0,1.0,0.879367,99.74,1,1
RAG2,5897,OMIM:179616,"severe combined immunodeficiency, b cell-negative",OMIM:601457,3,3,2,11.0073,11.1526,22.1599,0.866025,0.908249,1.0,1.0,1.0,0.879367,99.74,1,1
TAP1,6890,OMIM:170260,"bare lymphocyte syndrome, type i",OMIM:604571,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
PCCB,5096,OMIM:232050,propionicacidemia,OMIM:606054,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
PCCA,5095,OMIM:232000,propionicacidemia,OMIM:606054,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
SSX1,6756,OMIM:312820,"?sarcoma, synovial",OMIM:300813,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
SNRPN,6638,OMIM:182279,prader-willi syndrome,OMIM:176270,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
NDN,4692,OMIM:602117,prader-willi syndrome,OMIM:176270,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
KRT86,3892,OMIM:601928,monilethrix,OMIM:158000,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
SSX2,6757,OMIM:300192,"?sarcoma, synovial",OMIM:300813,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
TAPBP,6892,OMIM:601962,"bare lymphocyte syndrome, type i",OMIM:604571,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
CRTC1,23373,OMIM:607536,mucoepidermoid salivary gland carcinoma,-666,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
KRT81,3887,OMIM:602153,monilethrix,OMIM:158000,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
GNAS-AS1,149775,OMIM:610540,"pseudohypoparathyroidism, type ib",OMIM:603233,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
STX16,8675,OMIM:603666,"pseudohypoparathyroidism, type ib",OMIM:603233,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
ATXN8OS,6315,OMIM:603680,spinocerebellar ataxia 8,OMIM:608768,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
ATXN8,724066,OMIM:613289,spinocerebellar ataxia 8,OMIM:608768,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
ITIH4,3700,OMIM:600564,"{hypercholesterolemia, susceptibility to}",OMIM:143890,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
MAML2,84441,OMIM:607537,mucoepidermoid salivary gland carcinoma,-666,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
MAX,4149,OMIM:154950,"{pheochromocytoma, susceptibility to}",OMIM:171300,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
TMEM127,55654,OMIM:613403,"{pheochromocytoma, susceptibility to}",OMIM:171300,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
KRT12,3859,OMIM:601687,meesmann corneal dystrophy,OMIM:122100,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
SLCO1B1,10599,OMIM:604843,"hyperbilirubinemia, rotor type, digenic",OMIM:237450,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
SLCO1B3,28234,OMIM:605495,"hyperbilirubinemia, rotor type, digenic",OMIM:237450,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
RGS9BP,388531,OMIM:607814,bradyopsia,OMIM:608415,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
RGS9,8787,OMIM:604067,bradyopsia,OMIM:608415,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
PPP1R17,10842,OMIM:604088,"{hypercholesterolemia, susceptibility to}",OMIM:143890,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
KRT3,3850,OMIM:148043,meesmann corneal dystrophy,OMIM:122100,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
TMC8,147138,OMIM:605829,epidermodysplasia verruciformis,OMIM:226400,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
INSL3,3640,OMIM:146738,cryptorchidism,OMIM:219050,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
PRKCSH,5589,OMIM:177060,polycystic liver disease,OMIM:174050,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
SEC63,11231,OMIM:608648,polycystic liver disease,OMIM:174050,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
TREM2,54209,OMIM:605086,nasu-hakola disease,OMIM:221770,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
SLC7A9,11136,OMIM:604144,cystinuria,OMIM:220100,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
RXFP2,122042,OMIM:606655,cryptorchidism,OMIM:219050,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
TYROBP,7305,OMIM:604142,nasu-hakola disease,OMIM:221770,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
SLC3A1,6519,OMIM:104614,cystinuria,OMIM:220100,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
TMC6,11322,OMIM:605828,epidermodysplasia verruciformis,OMIM:226400,3,1,2,12.5922,11.1526,23.7448,1.0,0.0,1.0,1.0,1.0,0.863119,99.45,1,1
FGB,2244,OMIM:134830,"hypofibrinogenemia, congenital",OMIM:202400,3,3,2,11.0073,11.1526,22.1599,0.866025,0.816497,1.0,1.0,1.0,0.857837,99.17,1,1
PICALM,8301,OMIM:603025,"leukemia, acute t-cell lymphoblastic",-666,3,2,2,11.5922,11.1526,22.7448,1.0,0.392232,1.0,1.0,1.0,0.857386,99.15,1,1
MLLT10,8028,OMIM:602409,"leukemia, acute t-cell lymphoblastic",-666,3,2,2,11.5922,11.1526,22.7448,1.0,0.392232,1.0,1.0,1.0,0.857386,99.15,1,1
ABCG8,64241,OMIM:605460,sitosterolemia,OMIM:210250,3,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,1.0,1.0,1.0,0.839635,99.05,1,1
TG,7038,OMIM:188450,"{autoimmune thyroid disease, susceptibility to, 3}",OMIM:608175,3,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,1.0,1.0,1.0,0.839635,99.05,1,1
CEBPA,1050,OMIM:116897,"leukemia, acute myeloid, somatic",OMIM:601626,3,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,1.0,1.0,1.0,0.839635,99.05,1,1
EVC,2121,OMIM:604831,ellis-van creveld syndrome,OMIM:225500,3,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,1.0,1.0,1.0,0.839635,99.05,1,1
XYLT1,64131,OMIM:608124,"{pseudoxanthoma elasticum, modifier of severity of}",OMIM:264800,3,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,1.0,1.0,1.0,0.839635,99.05,1,1
IL10RB,3588,OMIM:123889,"{hepatitis b virus, susceptibility to}",OMIM:610424,3,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,1.0,1.0,1.0,0.839635,99.05,1,1
AVPR2,554,OMIM:300538,"diabetes insipidus, nephrogenic",OMIM:125800,3,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,1.0,1.0,1.0,0.839635,99.05,1,1
HBG2,3048,OMIM:142250,fetal hemoglobin quantitative trait locus 1,OMIM:141749,3,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,1.0,1.0,1.0,0.839635,99.05,1,1
TBX21,30009,OMIM:604895,"{asthma, aspirin-induced, susceptibility to}",OMIM:208550,3,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,1.0,1.0,1.0,0.839635,99.05,1,1
ADRB1,153,OMIM:109630,"{congestive heart failure and beta-blocker response, modifier of}",-666,3,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,1.0,1.0,1.0,0.839635,99.05,1,1
CLCNKB,1188,OMIM:602023,"bartter syndrome, type 4b, digenic",OMIM:613090,3,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,1.0,1.0,1.0,0.839635,99.05,1,1
RAG1,5896,OMIM:179615,"severe combined immunodeficiency, b cell-negative",OMIM:601457,3,4,2,10.5922,11.1526,21.7448,0.866025,0.841201,1.0,1.0,1.0,0.823049,98.96,2,1
RAG1,5896,OMIM:179615,combined cellular and humoral immune defects with granulomas,OMIM:233650,3,4,2,10.5922,11.1526,21.7448,0.866025,0.841201,1.0,1.0,1.0,0.823049,98.96,2,1
FGG,2266,OMIM:134850,"hypofibrinogenemia, congenital",OMIM:202400,3,4,2,10.5922,11.1526,21.7448,0.866025,0.780034,1.0,1.0,1.0,0.808696,98.93,2,1
GEVQ1,474334,OMIM:608875,"{gene expression, variation in, qtl}",-666,2,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.6,1.0,1.0,0.808367,98.85,1,1
TIA1,7072,OMIM:603518,welander distal myopathy,OMIM:604454,2,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.6,1.0,1.0,0.808367,98.85,1,1
WDM,50988,OMIM:604454,welander distal myopathy,OMIM:604454,2,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.6,1.0,1.0,0.808367,98.85,1,1
GEVQ2,474333,OMIM:608878,"{gene expression, variation in, qtl}",-666,2,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.6,1.0,1.0,0.808367,98.85,1,1
MKL1,57591,OMIM:606078,"megakaryoblastic leukemia, acute",-666,2,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.6,1.0,1.0,0.808367,98.85,1,1
RBM15,64783,OMIM:606077,"megakaryoblastic leukemia, acute",-666,2,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.6,1.0,1.0,0.808367,98.85,1,1
INTLQ2,100462723,OMIM:610295,{intelligence qtl3},-666,2,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.6,1.0,1.0,0.808367,98.85,1,1
BSZQTL2,100188794,OMIM:609657,{bone size qtl},-666,2,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.6,1.0,1.0,0.808367,98.85,1,1
BSZQTL,100188793,OMIM:609656,{bone size qtl},-666,2,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.6,1.0,1.0,0.808367,98.85,1,1
INTLQ3,100462722,OMIM:610294,{intelligence qtl3},-666,2,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.6,1.0,1.0,0.808367,98.85,1,1
FREM2,341640,OMIM:608945,fraser syndrome,OMIM:219000,3,1,3,12.5922,10.5676,23.1599,1.0,0.0,1.0,1.0,1.0,0.807147,98.71,1,1
GCSH,2653,OMIM:238330,glycine encephalopathy,OMIM:605899,3,1,3,12.5922,10.5676,23.1599,1.0,0.0,1.0,1.0,1.0,0.807147,98.71,1,1
GLDC,2731,OMIM:238300,glycine encephalopathy,OMIM:605899,3,1,3,12.5922,10.5676,23.1599,1.0,0.0,1.0,1.0,1.0,0.807147,98.71,1,1
AMT,275,OMIM:238310,glycine encephalopathy,OMIM:605899,3,1,3,12.5922,10.5676,23.1599,1.0,0.0,1.0,1.0,1.0,0.807147,98.71,1,1
C1QA,712,OMIM:120550,c1q deficiency,OMIM:613652,3,1,3,12.5922,10.5676,23.1599,1.0,0.0,1.0,1.0,1.0,0.807147,98.71,1,1
C1QB,713,OMIM:120570,c1q deficiency,OMIM:613652,3,1,3,12.5922,10.5676,23.1599,1.0,0.0,1.0,1.0,1.0,0.807147,98.71,1,1
FRAS1,80144,OMIM:607830,fraser syndrome,OMIM:219000,3,1,3,12.5922,10.5676,23.1599,1.0,0.0,1.0,1.0,1.0,0.807147,98.71,1,1
GRIP1,23426,OMIM:604597,fraser syndrome,OMIM:219000,3,1,3,12.5922,10.5676,23.1599,1.0,0.0,1.0,1.0,1.0,0.807147,98.71,1,1
C1QC,714,OMIM:120575,c1q deficiency,OMIM:613652,3,1,3,12.5922,10.5676,23.1599,1.0,0.0,1.0,1.0,1.0,0.807147,98.71,1,1
SH2B3,10019,OMIM:605093,"thrombocythemia, somatic",OMIM:187950,3,3,2,11.0073,11.1526,22.1599,0.816497,0.658249,1.0,1.0,1.0,0.805208,98.63,2,1
CHRNA5,1138,OMIM:118505,{lung cancer susceptibility 2},OMIM:612052,3,2,2,11.5922,11.1526,22.7448,0.707107,0.5,1.0,1.0,1.0,0.791036,98.62,1,1
SLITRK1,114798,OMIM:609678,tourette syndrome,-666,2,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,0.6,1.0,1.0,0.784882,98.6,1,1
SLC17A3,10786,OMIM:611034,"[uric acid concentration, serum, qtl4]",-666,2,2,2,11.5922,11.1526,22.7448,0.707107,0.707107,0.6,1.0,1.0,0.784882,98.6,1,1
SIX1,6495,OMIM:601205,brachiootic syndrome 3,OMIM:608389,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
ESCO2,157570,OMIM:609353,roberts syndrome,OMIM:268300,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
NR2E3,10002,OMIM:604485,retinitis pigmentosa 37,OMIM:611131,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
NR2E3,10002,OMIM:604485,enhanced s-cone syndrome,OMIM:268100,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
SIX1,6495,OMIM:601205,"deafness, autosomal dominant 23",OMIM:605192,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
KAT6B,23522,OMIM:605880,sbbyss syndrome,OMIM:603736,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
ACTG1,71,OMIM:102560,baraitser-winter syndrome 2,OMIM:614583,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
ACTG1,71,OMIM:102560,"deafness, autosomal dominant 20/26",OMIM:604717,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
PEX7,5191,OMIM:601757,"rhizomelic chondrodysplasia punctata, type 1",OMIM:215100,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
ATP2A2,488,OMIM:108740,acrokeratosis verruciformis,OMIM:101900,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
NRL,4901,OMIM:162080,"retinal degeneration, autosomal recessive, clumped pigment type",-666,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
PEX7,5191,OMIM:601757,peroxisome biogenesis disorder 9b,OMIM:614879,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
KAT6B,23522,OMIM:605880,genitopatellar syndrome,OMIM:606170,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
RPE65,6121,OMIM:180069,retinitis pigmentosa 20,OMIM:613794,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
RHCE,6006,OMIM:111700,"rh-null disease, amorph type",-666,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
SEMA4A,64218,OMIM:607292,cone-rod dystrophy 10,OMIM:610283,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
NRL,4901,OMIM:162080,retinitis pigmentosa 27,OMIM:613750,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
VDR,7421,OMIM:601769,"rickets, vitamin d-resistant, type iia",OMIM:277440,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
SEMA4A,64218,OMIM:607292,retinitis pigmentosa 35,OMIM:610282,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
MYH14,79784,OMIM:608568,"deafness, autosomal dominant 4a",OMIM:600652,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
SAG,6295,OMIM:181031,oguchi disease-1,OMIM:258100,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
PDE6B,5158,OMIM:180072,retinitis pigmentosa-40,OMIM:613801,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
MYH14,79784,OMIM:608568,"?peripheral neuropathy, myopathy, hoarseness, and hearing loss",OMIM:614369,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
ROR2,4920,OMIM:602337,"brachydactyly, type b1",OMIM:113000,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
EYA4,2070,OMIM:603550,"cardiomyopathy, dilated, 1j",OMIM:605362,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
PDE6B,5158,OMIM:180072,"night blindness, congenital stationary, autosomal dominant 2",OMIM:163500,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
ROR2,4920,OMIM:602337,"robinow syndrome, autosomal recessive",OMIM:268310,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
SPATA7,55812,OMIM:609868,"retinitis pigmentosa, juvenile, autosomal recessive",OMIM:604232,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
SPATA7,55812,OMIM:609868,leber congenital amaurosis 3,OMIM:604232,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
CDHR1,92211,OMIM:609502,retinitis pigmentosa 65,OMIM:613660,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
CDHR1,92211,OMIM:609502,cone-rod dystrophy 15,OMIM:613660,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
C8orf37,157657,OMIM:614477,retinitis pigmentosa 64,OMIM:614500,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
RPE65,6121,OMIM:180069,leber congenital amaurosis 2,OMIM:204100,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
C8orf37,157657,OMIM:614477,cone-rod dystrophy 16,OMIM:614500,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
IMPG2,50939,OMIM:607056,retinitis pigmentosa 56,OMIM:613581,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
IMPG2,50939,OMIM:607056,"macular dystrophy, vitelliform, 5",OMIM:616152,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
TECTA,7007,OMIM:602574,"deafness, autosomal dominant 8/12",OMIM:601543,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
EYA4,2070,OMIM:603550,"deafness, autosomal dominant 10",OMIM:601316,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
TECTA,7007,OMIM:602574,"deafness, autosomal recessive 21",OMIM:603629,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
SAG,6295,OMIM:181031,retinitis pigmentosa 47,OMIM:613758,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
FZD4,8322,OMIM:604579,exudative vitreoretinopathy 1,OMIM:133780,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
FZD4,8322,OMIM:604579,retinopathy of prematurity,OMIM:133780,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
ATP2A2,488,OMIM:108740,darier disease,OMIM:124200,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
RHAG,6005,OMIM:180297,"anemia, hemolytic, rh-null, regulator type",OMIM:268150,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
RHAG,6005,OMIM:180297,rh-mod syndrome,-666,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
RHCE,6006,OMIM:111700,"[blood group, rhesus]",OMIM:111690,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
TSEN54,283989,OMIM:608755,pontocerebellar hypoplasia type 2a,OMIM:277470,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
TULP1,7287,OMIM:602280,retinitis pigmentosa 14,OMIM:600132,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
DBH,1621,OMIM:609312,"[dopamine-beta-hydroxylase activity levels, plasma]",-666,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
ADAR,103,OMIM:146920,aicardi-goutieres syndrome 6,OMIM:615010,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
TSEN54,283989,OMIM:608755,pontocerebellar hypoplasia type 4,OMIM:225753,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
AMPD2,271,OMIM:102771,?spastic paraplegia 63,OMIM:615686,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
AMPD2,271,OMIM:102771,"pontocerebellar hypoplasia, type 9",OMIM:615809,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
HMBS,3145,OMIM:609806,"porphyria, acute intermittent",OMIM:176000,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
HMBS,3145,OMIM:609806,"porphyria, acute intermittent, nonerythroid variant",OMIM:176000,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
UROD,7389,OMIM:613521,porphyria cutanea tarda,OMIM:176100,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
DBH,1621,OMIM:609312,dopamine beta-hydroxylase deficiency,OMIM:223360,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
UROD,7389,OMIM:613521,"porphyria, hepatoerythropoietic",OMIM:176100,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
SLC25A4,291,OMIM:103220,progressive external ophthalmoplegia with mitochondrial dna deletions 3,OMIM:609283,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
POR,5447,OMIM:124015,disordered steroidogenesis due to cytochrome p450 oxidoreductase,OMIM:613571,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
POR,5447,OMIM:124015,antley-bixler syndrome with genital anomalies and disordered steroidogenesis,OMIM:201750,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
DPYD,1806,OMIM:612779,dihydropyrimidine dehydrogenase deficiency,OMIM:274270,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
DPYD,1806,OMIM:612779,5-fluorouracil toxicity,OMIM:274270,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
EPCAM,4072,OMIM:185535,"diarrhea 5, with tufting enteropathy, congenital",OMIM:613217,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
EPCAM,4072,OMIM:185535,"colorectal cancer, hereditary nonpolyposis, type 8",OMIM:613244,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
BMP15,9210,OMIM:300247,ovarian dysgenesis 2,OMIM:300510,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
BMP15,9210,OMIM:300247,premature ovarian failure 4,OMIM:300510,3,2,1,11.5922,12.1526,23.7448,0.0,1.0,1.0,1.0,1.0,0.782809,91.29,1,1
